Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2009,WA,Full-Service Providers,"36,768,184","29,989,297","18,503,396","2,624",NA,"85,263,501"
2009,WI,Full-Service Providers,"21,421,045","22,475,846","22,389,548",0,NA,"66,286,439"
2009,WV,Full-Service Providers,"11,587,693","7,694,450","10,985,114","4,072",NA,"30,271,329"
2009,WY,Full-Service Providers,"2,719,524","4,288,145","9,554,268",0,NA,"16,561,937"
2009,US,Full-Service Providers,"1,345,314,362","1,143,473,246","811,314,045","2,464,259",NA,"3,302,565,912"
2009,CA,Energy-Only Providers,"129,419","9,517,387","6,915,554","361,570",NA,"16,923,930"
2009,CT,Energy-Only Providers,"1,445,764","8,784,101","2,598,416","188,177",NA,"13,016,458"
2009,DC,Energy-Only Providers,"57,530","7,267,160","234,035","308,541",NA,"7,867,266"
2009,DE,Energy-Only Providers,"75,520","2,261,560","1,708,019",0,NA,"4,045,099"
2009,ID,Energy-Only Providers,0,0,0,0,NA,0
2009,IL,Energy-Only Providers,"2,084","25,821,586","36,163,874","506,415",NA,"62,493,959"
2009,MA,Energy-Only Providers,"2,168,483","9,817,223","12,283,870","355,511",NA,"24,625,087"
2009,MD,Energy-Only Providers,"933,923","20,717,104","4,422,912","552,743",NA,"26,626,682"
2009,ME,Energy-Only Providers,"4,282,611","4,026,674","2,823,311",0,NA,"11,132,596"
2009,MI,Energy-Only Providers,250,"2,373,863","1,672,597",0,NA,"4,046,710"
2009,MT,Energy-Only Providers,126,"169,860","2,879,515",0,NA,"3,049,501"
2009,NH,Energy-Only Providers,"52,357","832,605","995,829",0,NA,"1,880,791"
2009,NJ,Energy-Only Providers,"1,564","15,351,734","5,779,485","303,349",NA,"21,436,132"
2009,NV,Energy-Only Providers,0,165,"1,478,934",0,NA,"1,479,099"
2009,NY,Energy-Only Providers,"6,550,189","44,544,702","8,628,101","2,709,488",NA,"62,432,480"
2009,OH,Energy-Only Providers,"2,672,875","4,069,195","6,210,556",0,NA,"12,952,626"
2009,OR,Energy-Only Providers,0,"480,870","1,830,973",0,NA,"2,311,843"
2009,PA,Energy-Only Providers,"1,062,949","5,882,546","4,057,788","17,936",NA,"11,021,219"
2009,RI,Energy-Only Providers,"7,281","1,381,556","551,530",0,NA,"1,940,367"
2009,VA,Energy-Only Providers,866,10,0,0,NA,876
2009,WA,Energy-Only Providers,0,"79,377","4,867,124",0,NA,"4,946,501"
2009,US,Energy-Only Providers,"19,443,791","163,379,278","106,102,423","5,303,730",NA,"294,229,222"
2008,AK,Total Electric Industry,"2,129,811","2,851,782","1,344,351",0,NA,"6,325,944"
2008,AL,Total Electric Industry,"32,184,540","22,533,120","34,989,619",0,NA,"89,707,279"
2008,AR,Total Electric Industry,"17,392,467","11,703,351","17,038,455",408,NA,"46,134,681"
2008,AZ,Total Electric Industry,"33,236,370","30,162,195","12,869,351",0,NA,"76,267,916"
2008,CA,Total Electric Industry,"91,230,818","125,026,317","51,031,270","866,814",NA,"268,155,219"
2008,CO,Total Electric Industry,"17,720,491","20,550,916","13,822,482","48,584",NA,"52,142,473"
2008,CT,Total Electric Industry,"12,729,694","13,665,139","4,371,278","190,433",NA,"30,956,544"
2008,DC,Total Electric Industry,"1,915,640","9,131,317","257,046","312,231",NA,"11,616,234"
2008,DE,Total Electric Industry,"4,428,194","4,338,868","2,981,721",0,NA,"11,748,783"
2008,FL,Total Electric Industry,"113,936,978","93,205,137","18,944,917","85,763",NA,"226,172,795"
2008,GA,Total Electric Industry,"55,586,624","46,876,482","32,528,832","181,576",NA,"135,173,514"
2008,HI,Total Electric Industry,"3,085,237","3,500,753","3,804,289",0,NA,"10,390,279"
2008,IA,Total Electric Industry,"14,073,160","12,177,843","19,237,067",0,NA,"45,488,070"
2008,ID,Total Electric Industry,"8,539,743","6,048,579","9,313,168",0,NA,"23,901,490"
2008,IL,Total Electric Industry,"46,780,346","51,770,479","45,503,189","565,900",NA,"144,619,914"
2008,IN,Total Electric Industry,"33,980,411","24,569,628","48,411,138","19,527",NA,"106,980,704"
2008,KS,Total Electric Industry,"13,501,924","15,496,012","10,967,125",0,NA,"39,965,061"
2008,KY,Total Electric Industry,"27,561,641","19,669,000","46,197,773",0,NA,"93,428,414"
2008,LA,Total Electric Industry,"28,848,402","22,940,065","26,932,132","5,175",NA,"78,725,774"
2008,MA,Total Electric Industry,"19,638,491","26,582,327","9,331,543","331,744",NA,"55,884,105"
2008,MD,Total Electric Industry,"27,144,255","30,002,993","5,649,943","528,586",NA,"63,325,777"
2008,ME,Total Electric Industry,"4,351,309","4,147,833","3,174,531",0,NA,"11,673,673"
2008,MI,Total Electric Industry,"34,297,438","38,974,426","32,504,511","4,896",NA,"105,781,271"
2008,MN,Total Electric Industry,"22,357,408","22,604,482","23,810,379","21,869",NA,"68,794,138"
2008,MO,Total Electric Industry,"35,389,941","31,117,853","17,850,130","23,752",NA,"84,381,676"
2008,MS,Total Electric Industry,"18,293,688","13,232,633","16,194,914",0,NA,"47,721,235"
2008,MT,Total Electric Industry,"4,669,467","4,825,520","5,831,413",0,NA,"15,326,400"
2008,NC,Total Electric Industry,"55,751,201","46,540,296","27,772,662","5,098",NA,"130,069,257"
2008,ND,Total Electric Industry,"4,259,072","4,460,087","3,696,915",0,NA,"12,416,074"
2008,NE,Total Electric Industry,"9,755,626","9,441,477","9,623,918",0,NA,"28,821,021"
2008,NH,Total Electric Industry,"4,393,951","4,518,095","2,065,243",0,NA,"10,977,289"
2008,NJ,Total Electric Industry,"29,111,023","40,569,713","10,537,289","301,518",NA,"80,519,543"
2008,NM,Total Electric Industry,"6,378,856","8,828,166","6,831,086",0,NA,"22,038,108"
2008,NV,Total Electric Industry,"12,060,515","9,303,932","13,819,778","8,271",NA,"35,192,496"
2008,NY,Total Electric Industry,"49,033,950","77,415,596","14,685,311","2,918,079",NA,"144,052,936"
2008,OH,Total Electric Industry,"53,410,599","47,310,241","58,620,567","47,400",NA,"159,388,807"
2008,OK,Total Electric Industry,"21,861,112","19,022,303","15,395,451",0,NA,"56,278,866"
2008,OR,Total Electric Industry,"19,909,844","16,313,369","12,945,224","19,040",NA,"49,187,477"
2008,PA,Total Electric Industry,"54,059,762","47,346,950","48,130,823","863,054",NA,"150,400,589"
2008,RI,Total Electric Industry,"3,042,684","3,700,448","1,075,462",0,NA,"7,818,594"
2008,SC,Total Electric Industry,"29,727,267","21,676,238","29,247,067",0,NA,"80,650,572"
2008,SD,Total Electric Industry,"4,405,631","4,240,373","2,328,082",0,NA,"10,974,086"
2008,TN,Total Electric Industry,"41,946,552","29,417,546","32,803,763","1,918",NA,"104,169,779"
2008,TX,Total Electric Industry,"128,240,048","113,637,612","105,868,443","68,544",NA,"347,814,647"
2008,UT,Total Electric Industry,"8,786,278","10,286,114","9,086,145","32,974",NA,"28,191,511"
2008,VA,Total Electric Industry,"44,596,588","46,877,973","18,437,713","194,063",NA,"110,106,337"
2008,VT,Total Electric Industry,"2,133,497","2,042,917","1,564,790",0,NA,"5,741,204"
2008,WA,Total Electric Industry,"36,335,847","29,878,288","21,117,186","1,563",NA,"87,332,884"
2008,WI,Total Electric Industry,"21,976,106","23,473,454","24,672,267",0,NA,"70,121,827"
2008,WV,Total Electric Industry,"11,762,543","7,715,876","14,738,253","4,431",NA,"34,221,103"
2008,WY,Total Electric Industry,"2,718,705","4,411,371","9,560,173",0,NA,"16,690,249"
2008,US,Total Electric Industry,"1,380,661,745","1,336,133,485","1,009,516,178","7,653,211",NA,"3,733,964,619"
2008,AK,Full-Service Providers,"2,129,811","2,851,782","1,344,351",0,NA,"6,325,944"
2008,AL,Full-Service Providers,"32,184,540","22,533,120","34,989,619",0,NA,"89,707,279"
2008,AR,Full-Service Providers,"17,392,467","11,703,351","17,038,455",408,NA,"46,134,681"
2008,AZ,Full-Service Providers,"33,236,370","30,162,195","12,869,351",0,NA,"76,267,916"
2008,CA,Full-Service Providers,"91,071,286","114,709,069","43,229,810","483,372",NA,"249,493,537"
2008,CO,Full-Service Providers,"17,720,491","20,550,916","13,822,482","48,584",NA,"52,142,473"
2008,CT,Full-Service Providers,"11,854,467","5,919,469","1,421,462","36,730",NA,"19,232,128"
2008,DC,Full-Service Providers,"1,881,404","1,968,039",0,0,NA,"3,849,443"
2008,DE,Full-Service Providers,"4,341,164","2,359,608","1,088,425",0,NA,"7,789,197"
2008,FL,Full-Service Providers,"113,936,978","93,205,137","18,944,917","85,763",NA,"226,172,795"
2008,GA,Full-Service Providers,"55,586,624","46,876,482","32,528,832","181,576",NA,"135,173,514"
2008,HI,Full-Service Providers,"3,085,237","3,500,753","3,804,289",0,NA,"10,390,279"
2008,IA,Full-Service Providers,"14,073,160","12,177,843","19,237,067",0,NA,"45,488,070"
2008,ID,Full-Service Providers,"8,539,743","6,048,579","9,313,168",0,NA,"23,901,490"
2008,IL,Full-Service Providers,"46,779,142","26,898,252","6,440,019","22,886",NA,"80,140,299"
2008,IN,Full-Service Providers,"33,980,411","24,569,628","48,411,138","19,527",NA,"106,980,704"
2008,KS,Full-Service Providers,"13,501,924","15,496,012","10,967,125",0,NA,"39,965,061"
2008,KY,Full-Service Providers,"27,561,641","19,669,000","46,197,773",0,NA,"93,428,414"
2008,LA,Full-Service Providers,"28,848,402","22,940,065","26,932,132","5,175",NA,"78,725,774"
2008,MA,Full-Service Providers,"17,741,024","10,016,337","4,235,765",0,NA,"31,993,126"
2008,MD,Full-Service Providers,"26,378,036","9,524,607","863,218",0,NA,"36,765,861"
2008,ME,Full-Service Providers,"78,348","45,415","30,283",0,NA,"154,046"
2008,MI,Full-Service Providers,"34,297,070","37,161,166","31,318,879","4,896",NA,"102,782,011"
2008,MN,Full-Service Providers,"22,357,408","22,604,482","23,810,379","21,869",NA,"68,794,138"
2008,MO,Full-Service Providers,"35,389,941","31,117,853","17,850,130","23,752",NA,"84,381,676"
2008,MS,Full-Service Providers,"18,293,688","13,232,633","16,194,914",0,NA,"47,721,235"
2008,MT,Full-Service Providers,"4,669,332","4,655,485","3,167,162",0,NA,"12,491,979"
2008,NC,Full-Service Providers,"55,751,201","46,540,296","27,772,662","5,098",NA,"130,069,257"
2008,ND,Full-Service Providers,"4,259,072","4,460,087","3,696,915",0,NA,"12,416,074"
2008,NE,Full-Service Providers,"9,755,626","9,441,477","9,623,918",0,NA,"28,821,021"
2008,NH,Full-Service Providers,"4,393,482","4,092,557","1,619,965",0,NA,"10,106,004"
2008,NJ,Full-Service Providers,"29,110,906","30,089,313","4,312,087","57,299",NA,"63,569,605"
2008,NM,Full-Service Providers,"6,378,856","8,828,166","6,831,086",0,NA,"22,038,108"
2008,NV,Full-Service Providers,"12,060,515","9,303,932","12,483,813","8,271",NA,"33,856,531"
2008,NY,Full-Service Providers,"43,400,824","32,474,002","5,736,329","321,312",NA,"81,932,467"
2008,OH,Full-Service Providers,"51,279,701","42,643,463","53,661,383","47,400",NA,"147,631,947"
2008,OK,Full-Service Providers,"21,861,112","19,022,303","15,395,451",0,NA,"56,278,866"
2008,OR,Full-Service Providers,"19,909,844","15,597,709","11,142,760","19,040",NA,"46,669,353"
2008,PA,Full-Service Providers,"52,943,541","42,028,024","43,303,470","844,001",NA,"139,119,036"
2008,RI,Full-Service Providers,"3,035,704","2,973,335","714,244",0,NA,"6,723,283"
2008,SC,Full-Service Providers,"29,727,267","21,676,238","29,247,067",0,NA,"80,650,572"
2008,SD,Full-Service Providers,"4,405,631","4,240,373","2,328,082",0,NA,"10,974,086"
2008,TN,Full-Service Providers,"41,946,552","29,417,546","32,803,763","1,918",NA,"104,169,779"
2008,TX,Full-Service Providers,"128,240,048","113,637,612","105,868,443","68,544",NA,"347,814,647"
2008,UT,Full-Service Providers,"8,786,278","10,286,114","9,086,145","32,974",NA,"28,191,511"
2008,VA,Full-Service Providers,"44,581,192","46,877,851","18,437,713","194,063",NA,"110,090,819"
2008,VT,Full-Service Providers,"2,133,497","2,042,917","1,564,790",0,NA,"5,741,204"
2008,WA,Full-Service Providers,"36,335,847","29,810,221","19,140,090","1,563",NA,"85,287,721"
2008,WI,Full-Service Providers,"21,976,106","23,473,454","24,672,267",0,NA,"70,121,827"
2008,WV,Full-Service Providers,"11,762,543","7,715,876","14,738,253","4,431",NA,"34,221,103"
2008,WY,Full-Service Providers,"2,718,705","4,411,371","9,560,173",0,NA,"16,690,249"
2008,US,Full-Service Providers,"1,363,664,159","1,173,581,515","909,792,014","2,540,452",NA,"3,449,578,140"
2008,CA,Energy-Only Providers,"159,532","10,317,248","7,801,460","383,442",NA,"18,661,682"
2008,CT,Energy-Only Providers,"875,227","7,745,670","2,949,816","153,703",NA,"11,724,416"
2008,DC,Energy-Only Providers,"34,236","7,163,278","257,046","312,231",NA,"7,766,791"
2008,DE,Energy-Only Providers,"87,030","1,979,260","1,893,296",0,NA,"3,959,586"
2008,ID,Energy-Only Providers,0,0,0,0,NA,0
2008,IL,Energy-Only Providers,"1,204","24,872,227","39,063,170","543,014",NA,"64,479,615"
2008,MA,Energy-Only Providers,"1,897,467","16,565,990","5,095,778","331,744",NA,"23,890,979"
2008,MD,Energy-Only Providers,"766,219","20,478,386","4,786,725","528,586",NA,"26,559,916"
2008,ME,Energy-Only Providers,"4,272,961","4,102,418","3,144,248",0,NA,"11,519,627"
2008,MI,Energy-Only Providers,368,"1,813,260","1,185,632",0,NA,"2,999,260"
2008,MT,Energy-Only Providers,135,"170,035","2,664,251",0,NA,"2,834,421"
2008,NH,Energy-Only Providers,469,"425,538","445,278",0,NA,"871,285"
2008,NJ,Energy-Only Providers,117,"10,480,400","6,225,202","244,219",NA,"16,949,938"
2008,NV,Energy-Only Providers,0,0,"1,335,965",0,NA,"1,335,965"
2008,NY,Energy-Only Providers,"5,633,126","44,941,594","8,948,982","2,596,767",NA,"62,120,469"
2008,OH,Energy-Only Providers,"2,130,898","4,666,778","4,959,184",0,NA,"11,756,860"
2008,OR,Energy-Only Providers,0,"715,660","1,802,464",0,NA,"2,518,124"
2008,PA,Energy-Only Providers,"1,116,221","5,318,926","4,827,353","19,053",NA,"11,281,553"
2008,RI,Energy-Only Providers,"6,980","727,113","361,218",0,NA,"1,095,311"
2008,VA,Energy-Only Providers,"15,396",122,0,0,NA,"15,518"
2008,WA,Energy-Only Providers,0,"68,067","1,977,096",0,NA,"2,045,163"
2008,US,Energy-Only Providers,"16,997,586","162,551,970","99,724,164","5,112,759",NA,"284,386,479"
2007,AK,Total Electric Industry,"2,114,456","2,828,388","1,383,766",0,NA,"6,326,610"
2007,AL,Total Electric Industry,"32,783,444","22,872,543","36,172,477",0,NA,"91,828,464"
2007,AR,Total Electric Industry,"17,414,562","11,801,297","17,839,032",0,NA,"47,054,891"
2007,AZ,Total Electric Industry,"34,436,657","30,475,259","12,281,290",0,NA,"77,193,206"
2007,CA,Total Electric Industry,"89,158,461","123,690,309","50,538,234","847,907",NA,"264,234,911"
2007,CO,Total Electric Industry,"17,634,182","20,507,762","13,112,913","44,299",NA,"51,299,156"
2007,CT,Total Electric Industry,"13,372,090","15,126,055","5,433,393","197,569",NA,"34,129,107"
2007,DC,Total Electric Industry,"1,969,563","9,518,790","296,687","325,145",NA,"12,110,185"
2007,DE,Total Electric Industry,"4,469,619","4,320,737","3,078,454",0,NA,"11,868,810"
2007,FL,Total Electric Industry,"117,816,205","93,931,300","19,240,994","96,101",NA,"231,084,600"
2007,GA,Total Electric Industry,"56,223,367","46,997,248","34,054,020","179,243",NA,"137,453,878"
2007,HI,Total Electric Industry,"3,200,725","3,520,234","3,864,340",0,NA,"10,585,299"
2007,IA,Total Electric Industry,"14,060,336","12,084,352","19,124,835",0,NA,"45,269,523"
2007,ID,Total Electric Industry,"8,339,433","6,014,562","9,401,191",0,NA,"23,755,186"
2007,IL,Total Electric Industry,"48,036,261","52,043,238","45,430,300","545,352",NA,"146,055,151"
2007,IN,Total Electric Industry,"34,646,057","24,767,579","49,987,609","18,905",NA,"109,420,150"
2007,KS,Total Electric Industry,"13,806,496","15,474,067","10,885,414",0,NA,"40,165,977"
2007,KY,Total Electric Industry,"28,003,953","20,034,521","44,365,626",0,NA,"92,404,100"
2007,LA,Total Electric Industry,"28,877,812","22,887,201","27,798,818","3,106",NA,"79,566,937"
2007,MA,Total Electric Industry,"20,137,533","27,148,237","9,449,995","403,057",NA,"57,138,822"
2007,MD,Total Electric Industry,"28,194,802","30,691,159","5,980,358","524,341",NA,"65,390,660"
2007,ME,Total Electric Industry,"4,413,151","4,195,249","3,251,802",0,NA,"11,860,202"
2007,MI,Total Electric Industry,"35,366,081","40,046,871","33,878,817","4,980",NA,"109,296,749"
2007,MN,Total Electric Industry,"22,645,637","22,523,012","23,041,487","21,046",NA,"68,231,182"
2007,MO,Total Electric Industry,"35,872,486","31,126,108","18,514,719","19,537",NA,"85,532,850"
2007,MS,Total Electric Industry,"18,565,875","13,400,202","16,187,104",0,NA,"48,153,181"
2007,MT,Total Electric Industry,"4,541,544","4,827,724","6,162,717",0,NA,"15,531,985"
2007,NC,Total Electric Industry,"56,095,471","46,806,862","28,978,399",22,NA,"131,880,754"
2007,ND,Total Electric Industry,"4,067,284","4,214,689","3,623,722",0,NA,"11,905,695"
2007,NE,Total Electric Industry,"9,747,547","9,396,455","9,104,398",0,NA,"28,248,400"
2007,NH,Total Electric Industry,"4,492,870","4,569,789","2,173,197",0,NA,"11,235,856"
2007,NJ,Total Electric Industry,"29,751,647","40,876,070","11,013,372","293,245",NA,"81,934,334"
2007,NM,Total Electric Industry,"6,387,363","8,931,612","6,948,419",0,NA,"22,267,394"
2007,NV,Total Electric Industry,"12,390,180","9,352,037","13,892,692","8,493",NA,"35,643,402"
2007,NY,Total Electric Industry,"50,241,444","74,326,104","20,212,582","3,397,393",NA,"148,177,523"
2007,OH,Total Electric Industry,"54,375,759","48,128,512","59,218,957","47,599",NA,"161,770,827"
2007,OK,Total Electric Industry,"21,360,557","18,634,445","15,198,198",0,NA,"55,193,200"
2007,OR,Total Electric Industry,"19,374,458","16,186,580","13,117,448","18,479",NA,"48,696,965"
2007,PA,Total Electric Industry,"54,586,820","47,531,366","48,579,169","875,595",NA,"151,572,950"
2007,RI,Total Electric Industry,"3,131,775","3,710,200","1,171,047",0,NA,"8,013,022"
2007,SC,Total Electric Industry,"29,569,241","21,746,491","30,632,426",0,NA,"81,948,158"
2007,SD,Total Electric Industry,"4,260,638","4,181,172","2,161,491",0,NA,"10,603,301"
2007,TN,Total Electric Industry,"42,879,972","29,985,091","33,850,338","1,533",NA,"106,716,934"
2007,TX,Total Electric Industry,"124,921,214","110,540,053","108,300,296","67,019",NA,"343,828,582"
2007,UT,Total Electric Industry,"8,751,547","10,240,612","8,759,331","33,957",NA,"27,785,447"
2007,VA,Total Electric Industry,"45,480,519","46,971,480","18,924,871","192,682",NA,"111,569,552"
2007,VT,Total Electric Industry,"2,169,646","2,058,960","1,635,400",0,NA,"5,864,006"
2007,WA,Total Electric Industry,"35,388,779","29,599,032","20,752,603","1,533",NA,"85,741,947"
2007,WI,Total Electric Industry,"22,374,048","23,491,055","25,436,197",0,NA,"71,301,300"
2007,WV,Total Electric Industry,"11,749,310","7,768,978","14,661,094","4,457",NA,"34,183,839"
2007,WY,Total Electric Industry,"2,592,119","4,213,547","8,729,886",0,NA,"15,535,552"
2007,US,Total Electric Industry,"1,392,240,996","1,336,315,196","1,027,831,925","8,172,595",NA,"3,764,560,712"
2007,AK,Full-Service Providers,"2,114,456","2,828,388","1,383,766",0,NA,"6,326,610"
2007,AL,Full-Service Providers,"32,783,444","22,872,543","36,172,477",0,NA,"91,828,464"
2007,AR,Full-Service Providers,"17,414,562","11,801,297","17,839,032",0,NA,"47,054,891"
2007,AZ,Full-Service Providers,"34,436,657","30,475,259","12,281,290",0,NA,"77,193,206"
2007,CA,Full-Service Providers,"88,969,466","113,049,055","42,124,592","473,338",NA,"244,616,451"
